municipio;Total;Branca;Preta;Amarela;Parda;Indígena;n_declarado
Gramado dos Loureiros (RS);1118;763;66;12;139;138;-
Gramado Xavier (RS);1926;1406;31;39;450;-;-
Gravataí (RS);130780;111040;9161;276;10166;137;-
Guabiju (RS);792;697;20;2;68;5;-
Guaíba (RS);49051;40720;3900;138;4224;69;-
Guaporé (RS);11690;10041;236;31;1376;6;-
Guarani das Missões (RS);4164;3636;52;8;464;4;-
Harmonia (RS);2103;2004;35;6;56;2;-
Herveiras (RS);1411;1147;19;1;244;-;-
Horizontina (RS);9402;8265;94;25;1014;4;-
Hulha Negra (RS);2919;2134;167;11;604;3;-
Humaitá (RS);2532;2140;65;25;300;2;-
Ibarama (RS);2141;2004;23;6;108;-;-
Ibiaçá (RS);2420;2100;29;14;267;10;-
Ibiraiaras (RS);3583;3014;72;8;281;208;-
Ibirapuitã (RS);1998;1666;36;20;276;-;-
Ibirubá (RS);9838;8529;106;37;1161;5;-
Igrejinha (RS);16199;14334;335;55;1471;4;-
Ijuí (RS);40803;34282;761;129;5610;21;-
Ilópolis (RS);2047;1704;75;2;264;2;-
Imbé (RS);9007;8209;268;10;506;14;-
Imigrante (RS);1528;1492;9;3;24;-;-
Independência (RS);3325;2775;77;26;446;1;-
Inhacorá (RS);1119;781;47;9;282;-;-
Ipê (RS);2933;2516;75;9;330;3;-
Ipiranga do Sul (RS);972;864;23;-;85;-;-
Iraí (RS);4003;3002;71;8;624;298;-
Itaara (RS);2467;2165;55;10;234;3;-
Itacurubi (RS);1663;1338;52;14;259;-;-
Itapuca (RS);1111;960;109;1;41;-;-
Itaqui (RS);19125;14040;617;52;4407;9;-
Itati (RS);1244;1146;37;12;40;9;-
Itatiba do Sul (RS);1993;1712;75;12;189;5;-
Ivorá (RS);1059;917;15;-;125;2;-
Ivoti (RS);10073;9353;117;83;514;6;-
Jaboticaba (RS);2017;1518;34;12;451;2;-
Jacuizinho (RS);1224;981;36;30;177;-;-
Jacutinga (RS);1852;1576;42;18;214;2;-
Jaguarão (RS);14343;12747;764;11;803;18;-
Jaguari (RS);5735;5130;113;12;480;-;-
Jaquirana (RS);2035;1475;102;31;427;-;-
Jari (RS);1691;1518;49;7;117;-;-
Jóia (RS);4025;3078;117;23;806;1;-
Júlio de Castilhos (RS);9953;8100;554;40;1258;1;-
Lagoa Bonita do Sul (RS);1259;1048;17;20;174;-;-
Lagoão (RS);2990;2387;88;48;466;1;-
Lagoa dos Três Cantos (RS);822;794;3;8;17;-;-
Lagoa Vermelha (RS);13961;11567;260;57;2071;6;-
Lajeado (RS);36714;33169;923;34;2560;28;-
Lajeado do Bugre (RS);1234;860;10;6;339;19;-
Lavras do Sul (RS);3904;3026;367;9;500;2;-
Liberato Salzano (RS);2831;2030;98;2;500;201;-
Lindolfo Collor (RS);2548;2252;56;4;236;-;-
Linha Nova (RS);816;791;5;-;20;-;-
Machadinho (RS);2753;2168;93;30;456;6;-
Maçambará (RS);2320;1835;110;15;360;-;-
Mampituba (RS);1452;1249;10;3;189;1;-
Manoel Viana (RS);3516;2922;157;14;416;7;-
Maquiné (RS);3382;2971;148;6;244;13;-
Maratá (RS);1255;1213;10;1;31;-;-
Marau (RS);18334;16233;336;78;1683;4;-
Marcelino Ramos (RS);2579;2214;44;7;313;1;-
Mariana Pimentel (RS);1798;1650;45;6;96;1;-
Mariano Moro (RS);1077;1000;2;1;74;-;-
Marques de Souza (RS);2029;1930;3;-;94;2;-
Mata (RS);2536;2109;59;18;350;-;-
Mato Castelhano (RS);1178;951;10;7;144;66;-
Mato Leitão (RS);1928;1842;21;1;64;-;-
Mato Queimado (RS);897;741;9;-;147;-;-
Maximiliano de Almeida (RS);2444;1901;94;5;444;-;-
Minas do Leão (RS);3853;3232;210;-;410;1;-
Miraguaí (RS);2442;1987;56;5;341;53;-
Montauri (RS);748;739;2;1;6;-;-
Monte Alegre dos Campos (RS);1441;987;82;36;336;-;-
Monte Belo do Sul (RS);1325;1295;6;1;23;-;-
Montenegro (RS);30170;26623;1466;61;2000;20;-
Mormaço (RS);1353;1173;15;5;160;-;-
Morrinhos do Sul (RS);1565;1540;6;-;19;-;-
Morro Redondo (RS);3092;2832;161;32;67;-;-
Morro Reuter (RS);2827;2701;16;2;108;-;-
Mostardas (RS);5937;4520;640;27;741;9;-
Muçum (RS);2491;2279;29;5;178;-;-
Muitos Capões (RS);1453;1183;81;18;171;-;-
Muliterno (RS);890;727;8;2;53;100;-
Não-Me-Toque (RS);8081;6933;155;8;985;-;-
Nicolau Vergueiro (RS);859;776;3;4;76;-;-
Nonoai (RS);6142;4435;161;26;1057;463;-
Nova Alvorada (RS);1584;1376;22;5;181;-;-
Nova Araçá (RS);2044;1903;21;-;111;9;-
Nova Bassano (RS);4360;4067;33;2;254;4;-
Nova Boa Vista (RS);979;953;5;-;21;-;-
Nova Bréscia (RS);1555;1476;25;1;53;-;-
Nova Candelária (RS);1346;1304;1;-;41;-;-
Nova Esperança do Sul (RS);2365;1994;33;9;329;-;-
Nova Hartz (RS);9274;7918;199;28;1122;7;-
Nova Pádua (RS);1192;1147;4;-;40;1;-
Nova Palma (RS);3125;2666;94;3;362;-;-
Nova Petrópolis (RS);9675;9121;90;45;410;9;-
Nova Prata (RS);11527;9942;277;15;1281;12;-
Nova Ramada (RS);1191;1051;16;8;116;-;-
Nova Roma do Sul (RS);1635;1568;11;2;53;1;-
Nova Santa Rita (RS);11275;10045;352;35;840;3;-
Novo Cabrais (RS);1909;1671;133;-;105;-;-
Novo Hamburgo (RS);123174;112190;3905;275;6724;80;-
Novo Machado (RS);1977;1792;25;2;157;1;-
Novo Tiradentes (RS);1086;849;37;-;200;-;-
Novo Xingu (RS);896;826;4;5;58;3;-
Novo Barreiro (RS);1946;1459;50;17;419;1;-
Osório (RS);20749;18209;1007;24;1470;39;-
Paim Filho (RS);2132;1791;85;7;249;-;-
Palmares do Sul (RS);5507;4557;422;13;494;21;-
Palmeira das Missões (RS);17687;13632;673;114;3252;16;-
Palmitinho (RS);3426;2896;82;16;429;3;-
Panambi (RS);19045;16411;310;80;2235;9;-
Pantano Grande (RS);4986;4072;442;11;461;-;-
Paraí (RS);3361;3053;33;3;272;-;-
Paraíso do Sul (RS);3642;3241;135;9;257;-;-
Pareci Novo (RS);1727;1671;13;-;43;-;-
Parobé (RS);26053;22801;717;137;2367;31;-
Passa Sete (RS);2476;2138;58;40;240;-;-
Passo do Sobrado (RS);3015;2773;164;1;77;-;-
Passo Fundo (RS);96776;81507;2220;318;12640;90;1
Paulo Bento (RS);1070;1008;8;5;49;-;-
Paverama (RS);3994;3755;110;4;123;2;-
Pedras Altas (RS);1051;678;126;6;240;1;-
Pedro Osório (RS);3985;3251;353;2;370;9;-
Pejuçara (RS);1965;1703;30;3;229;-;-
Pelotas (RS);174077;140094;18633;529;14575;244;2
Picada Café (RS);2588;2409;23;3;152;1;-
Pinhal (RS);1239;927;10;11;291;-;-
Pinhal da Serra (RS);1020;775;7;8;230;-;-
Pinhal Grande (RS);2157;1917;51;3;183;3;-
Pinheirinho do Vale (RS);2220;1834;29;8;349;-;-
Pinheiro Machado (RS);6399;4722;881;15;779;2;-
Pirapó (RS);1359;937;21;5;396;-;-
Piratini (RS);9733;7785;883;86;941;38;-
Planalto (RS);5315;4156;158;20;467;514;-
Poço das Antas (RS);994;966;4;-;23;1;-
Pontão (RS);1873;1605;36;3;229;-;-
Ponte Preta (RS);826;777;9;2;38;-;-
Portão (RS);15405;13650;479;66;1200;10;-
Porto Alegre (RS);755564;602956;76175;2226;72500;1697;10
Porto Lucena (RS);2715;2332;32;4;347;-;-
Porto Mauá (RS);1278;1110;9;28;131;-;-
Porto Vera Cruz (RS);916;789;59;9;59;-;-
Porto Xavier (RS);5258;3576;64;27;1591;-;-
Pouso Novo (RS);922;808;12;-;102;-;-
Presidente Lucena (RS);1174;1112;10;6;46;-;-
Progresso (RS);2980;2768;31;1;180;-;-
Protásio Alves (RS);921;860;38;1;22;-;-
Putinga (RS);2044;1863;24;1;156;-;-
Quaraí (RS);11793;9897;331;19;1540;6;-
Quatro Irmãos (RS);885;677;16;-;192;-;-
Quevedos (RS);1263;1099;12;1;151;-;-
Quinze de Novembro (RS);1854;1711;15;2;126;-;-
Redentora (RS);5012;2444;58;32;475;2003;-
Relvado (RS);1084;1035;9;8;32;-;-
Restinga Seca (RS);8034;6497;784;11;736;6;-
Rio dos Índios (RS);1756;1347;54;16;261;78;-
Rio Grande (RS);102245;82205;8679;328;10765;253;15
Rio Pardo (RS);19273;16294;1368;38;1564;9;-
Riozinho (RS);2127;1956;19;10;133;9;-
Roca Sales (RS);5194;4670;144;13;366;1;-
Rodeio Bonito (RS);2897;2494;32;4;353;14;-
Rolador (RS);1228;1024;19;4;179;2;-
Rolante (RS);9718;8891;120;28;673;6;-
Ronda Alta (RS);5212;3904;123;13;640;532;-
Rondinha (RS);2800;2572;51;3;174;-;-
Roque Gonzales (RS);3581;2571;89;20;901;-;-
Rosário do Sul (RS);20396;16339;1313;78;2657;9;-
Sagrada Família (RS);1256;950;31;5;270;-;-
Saldanha Marinho (RS);1479;1260;31;3;184;1;-
Salto do Jacuí (RS);6002;4763;192;73;777;197;-
Salvador das Missões (RS);1292;1236;5;2;49;-;-
Salvador do Sul (RS);3335;3129;51;2;153;-;-
Sananduva (RS);7769;6920;59;10;775;5;-
Santa Bárbara do Sul (RS);4488;3781;112;21;574;-;-
Santa Cecília do Sul (RS);816;681;21;10;104;-;-
Santa Clara do Sul (RS);2852;2773;17;7;55;-;-
Santa Cruz do Sul (RS);61431;53398;3293;168;4549;23;-
Santa Maria (RS);137397;115861;6978;370;14012;173;3
Santa Maria do Herval (RS);2952;2874;10;4;64;-;-
Santa Margarida do Sul (RS);1080;920;41;6;113;-;-
Santana da Boa Vista (RS);4073;3502;202;36;333;-;-
Sant'Ana do Livramento (RS);43088;34369;3356;92;5241;28;2
Santa Rosa (RS);35104;30430;445;88;4123;18;-
Santa Tereza (RS);831;804;10;-;16;1;-
Santa Vitória do Palmar (RS);15521;12746;1282;75;1390;28;-
Santiago (RS);25500;22036;446;74;2931;13;-
Santo Ângelo (RS);39689;32893;617;277;5883;19;-
Santo Antônio do Palma (RS);1027;941;14;2;70;-;-
Santo Antônio da Patrulha (RS);19929;17863;1121;24;914;7;-
Santo Antônio das Missões (RS);5631;4104;251;32;1238;6;-
Santo Antônio do Planalto (RS);1007;917;5;3;82;-;-
Santo Augusto (RS);7157;5839;90;33;1194;1;-
Santo Cristo (RS);7188;6637;81;3;467;-;-
Santo Expedito do Sul (RS);1222;1153;12;10;47;-;-
São Borja (RS);31423;25645;970;76;4716;16;-
São Domingos do Sul (RS);1456;1331;37;5;83;-;-
São Francisco de Assis (RS);9761;8635;228;7;878;7;6
São Francisco de Paula (RS);10135;7934;528;162;1473;38;-
São Gabriel (RS);30996;24877;1990;89;3998;42;-
São Jerônimo (RS);11108;9453;606;80;960;9;-
São João da Urtiga (RS);2325;2149;31;2;143;-;-
São João do Polêsine (RS);1363;1099;105;1;158;-;-
São Jorge (RS);1395;1307;43;-;45;-;-
São José das Missões (RS);1343;890;9;9;434;1;-
São José do Herval (RS);1068;809;24;5;230;-;-
São José do Hortêncio (RS);2006;1955;9;2;40;-;-
São José do Inhacorá (RS);1075;1011;9;1;54;-;-
São José do Norte (RS);12500;9540;985;38;1934;3;-
São José do Ouro (RS);3522;3011;53;17;432;9;-
São José do Sul (RS);1030;1005;4;-;19;2;-
São José dos Ausentes (RS);1597;1201;81;14;301;-;-
São Leopoldo (RS);109845;95210;5035;296;9172;132;-
São Lourenço do Sul (RS);21488;19130;1458;54;840;6;-
São Luiz Gonzaga (RS);17729;14396;315;119;2891;8;-
São Marcos (RS);10244;9092;199;55;893;5;-
São Martinho (RS);2935;2607;48;38;232;10;-
São Martinho da Serra (RS);1554;1486;22;1;45;-;-
São Miguel das Missões (RS);3541;2646;51;9;760;75;-
São Nicolau (RS);2821;2088;26;4;688;15;-
São Paulo das Missões (RS);3136;2620;83;9;424;-;-
São Pedro da Serra (RS);1632;1571;28;1;32;-;-
São Pedro das Missões (RS);954;692;30;4;228;-;-
São Pedro do Butiá (RS);1417;1274;34;1;108;-;-
São Pedro do Sul (RS);8318;7207;176;26;904;5;-
São Sebastião do Caí (RS);11194;9881;351;17;933;12;-
São Sepé (RS);12021;9625;1334;57;990;15;-
São Valentim (RS);1821;1566;42;4;208;1;-
São Valentim do Sul (RS);1056;981;31;-;44;-;-
São Valério do Sul (RS);1272;661;20;5;74;512;-
São Vendelino (RS);950;907;1;3;39;-;-
São Vicente do Sul (RS);4234;3287;111;4;831;1;-
Sapiranga (RS);37996;32541;717;238;4481;19;-
Sapucaia do Sul (RS);67210;58427;3443;148;5120;72;-
Sarandi (RS);11016;8854;192;49;1908;13;-
Seberi (RS);5548;4569;88;13;877;1;-
Sede Nova (RS);1480;1170;32;7;271;-;-
Segredo (RS);3460;2517;61;34;848;-;-
Selbach (RS);2526;2152;39;9;323;3;-
Senador Salgado Filho (RS);1407;1280;32;5;90;-;-
Sentinela do Sul (RS);2532;2084;160;11;275;2;-
Serafina Corrêa (RS);7154;6446;182;30;495;1;-
Sério (RS);1091;1046;7;2;36;-;-
Sertão (RS);3249;2628;169;34;415;3;-
Sertão Santana (RS);2916;2603;104;37;172;-;-
Sete de Setembro (RS);1042;902;4;1;135;-;-
Severiano de Almeida (RS);1900;1809;8;4;76;3;-
Silveira Martins (RS);1222;1031;53;13;125;-;-
Sinimbu (RS);4851;4136;50;63;601;1;-
Sobradinho (RS);7291;5778;226;67;1217;3;-
Soledade (RS);15315;12538;371;119;2272;15;-
Tabaí (RS);2029;1876;41;5;102;5;-
Tapejara (RS);9858;8392;155;36;1264;11;-
Tapera (RS);5355;4770;94;6;485;-;-
Tapes (RS);8462;6690;814;15;935;8;-
Taquara (RS);27777;24155;1148;87;2368;19;-
Taquari (RS);13403;12512;479;23;380;9;-
Taquaruçu do Sul (RS);1449;1110;54;3;272;10;-
Tavares (RS);2574;2065;177;3;326;3;-
Tenente Portela (RS);7006;5040;106;13;807;1040;-
Terra de Areia (RS);4919;4506;147;6;259;1;-
Teutônia (RS);13749;12673;358;18;693;7;-
Tio Hugo (RS);1352;1085;7;7;251;2;-
Tiradentes do Sul (RS);3193;2800;65;16;312;-;-
Toropi (RS);1391;1254;26;8;103;-;-
Torres (RS);17821;16303;464;28;955;71;-
Tramandaí (RS);21490;19155;695;43;1534;63;-
Travesseiro (RS);1143;1103;5;1;34;-;-
Três Arroios (RS);1427;1414;-;-;13;-;-
Três Cachoeiras (RS);5061;4864;42;13;134;8;-
Três Coroas (RS);12011;10225;377;53;1349;7;-
Três de Maio (RS);12242;10767;101;46;1325;3;-
Três Forquilhas (RS);1402;1225;112;6;57;2;-
Três Palmeiras (RS);2171;1492;95;13;373;198;-
Três Passos (RS);12214;10993;162;32;1020;7;-
Trindade do Sul (RS);2903;2152;132;35;580;4;-
Triunfo (RS);12860;11241;532;32;1032;23;-
Tucunduva (RS);3081;2655;100;16;309;1;-
Tunas (RS);2117;1712;33;16;347;9;-
Tupanci do Sul (RS);757;657;26;25;49;-;-
Tupanciretã (RS);11417;9218;451;69;1676;3;-
Tupandi (RS);1856;1795;13;1;47;-;-
Tuparendi (RS);4411;4077;10;3;321;-;-
Turuçu (RS);1744;1573;54;7;110;-;-
Ubiretama (RS);1113;1057;8;-;48;-;-
União da Serra (RS);690;668;8;3;11;-;-
Unistalda (RS);1205;1019;13;3;170;-;-
Uruguaiana (RS);64426;48969;2775;199;12417;66;-
Vacaria (RS);31259;23689;1150;359;6022;39;-
Vale Verde (RS);1601;1445;74;13;69;-;-
Vale do Sol (RS);5480;4731;182;124;443;-;-
Vale Real (RS);2548;2317;25;9;194;3;-
Vanini (RS);991;885;23;-;83;-;-
Venâncio Aires (RS);33303;29778;1628;91;1784;22;-
Vera Cruz (RS);12234;10431;801;127;865;10;-
Veranópolis (RS);11708;10507;194;23;980;4;-
Vespasiano Correa (RS);950;918;4;-;28;-;-
Viadutos (RS);2691;2450;11;3;227;-;-
Viamão (RS);122901;92427;14445;405;15088;536;-
Vicente Dutra (RS);2584;2105;18;9;412;40;-
Victor Graeff (RS);1524;1387;3;4;128;2;-
Vila Flores (RS);1590;1423;15;3;148;1;-
Vila Lângaro (RS);1029;915;35;2;77;-;-
Vila Maria (RS);2105;1980;35;3;87;-;-
Vila Nova do Sul (RS);2119;1725;163;4;227;-;-
Vista Alegre (RS);1432;1232;39;14;144;3;-
Vista Alegre do Prata (RS);750;688;6;1;55;-;-
Vista Gaúcha (RS);1364;1251;25;6;82;-;-
Vitória das Missões (RS);1691;1353;78;16;243;1;-
Westfalia (RS);1387;1337;14;-;36;-;-
Xangri-lá (RS);6235;5547;287;27;363;11;-
Água Clara (MS);6879;3009;536;75;3248;11;-
Alcinópolis (MS);2137;1066;116;6;945;4;-
Amambai (MS);17355;9199;298;78;4155;3625;-
Anastácio (MS);11924;4925;476;159;5705;659;-
Anaurilândia (MS);4180;1724;146;29;2277;4;-
Angélica (MS);4489;2291;198;32;1962;6;-
Antônio João (MS);4100;1967;76;14;1559;484;-
Aparecida do Taboado (MS);11168;6705;506;88;3867;2;-
Aquidauana (MS);22763;7893;1300;245;10529;2796;-
Aral Moreira (MS);4985;2862;97;15;1648;363;-
Bandeirantes (MS);3150;1386;167;36;1542;19;-
Bataguassu (MS);9749;4557;469;89;4609;25;-
Batayporã (MS);5517;2235;198;57;3022;5;-
Bela Vista (MS);11461;6043;173;40;4939;266;-
Bodoquena (MS);3872;1494;281;37;1943;117;-
Bonito (MS);9709;4345;329;68;4833;134;-
Brasilândia (MS);5781;2910;256;22;2549;44;-
Caarapó (MS);12849;5572;488;119;4459;2211;-
Camapuã (MS);6558;2828;220;46;3450;14;-
Campo Grande (MS);405464;209883;19786;7375;165453;2966;1
Caracol (MS);2634;1339;215;4;1074;2;-
Cassilândia (MS);10502;5969;516;102;3895;20;-
Chapadão do Sul (MS);9371;5289;367;84;3615;16;-
Corguinho (MS);2233;880;218;19;1106;10;-
Coronel Sapucaia (MS);7111;2558;228;21;3043;1261;-
Corumbá (MS);51418;15177;3214;697;32142;188;-
Costa Rica (MS);9449;4900;410;116;4017;6;-
Coxim (MS);16018;5982;885;199;8904;48;-
Deodápolis (MS);6012;2883;161;44;2921;3;-
Dois Irmãos do Buriti (MS);4832;1496;155;49;2242;890;-
Douradina (MS);2642;1304;66;13;830;429;-
Dourados (MS);99761;56674;3547;1518;34604;3418;-
Eldorado (MS);5911;2601;244;36;2732;298;-
Fátima do Sul (MS);9672;4910;364;130;4252;16;-
Figueirão (MS);1375;622;69;15;669;-;-
Glória de Dourados (MS);5033;2553;139;69;2248;24;-
Guia Lopes da Laguna (MS);5158;2484;84;38;2542;10;-
Iguatemi (MS);7448;4494;282;62;2439;171;-
Inocência (MS);3705;1955;182;37;1528;3;-
Itaporã (MS);10458;5125;232;89;2416;2596;-
Itaquiraí (MS);8902;3779;324;51;4732;16;-
Ivinhema (MS);11072;5673;385;106;4902;6;-
Japorã (MS);3823;795;79;16;995;1938;-
Jaraguari (MS);2934;1154;252;31;1460;37;-
Jardim (MS);12216;5829;310;51;5963;63;-
Jateí (MS);1921;679;26;8;1202;6;-
Juti (MS);2890;1183;77;54;1267;309;-
Ladário (MS);9788;2810;607;113;6243;15;-
Laguna Carapã (MS);3196;1549;94;25;1052;476;-
Maracaju (MS);18018;9473;609;166;7562;208;-
Miranda (MS);12374;3455;496;105;5235;3083;-
Mundo Novo (MS);8783;4320;262;128;4064;9;-
Naviraí (MS);23198;10303;929;245;11630;91;-
Nioaque (MS);6844;2511;429;40;3243;621;-
Nova Alvorada do Sul (MS);7954;3646;216;17;4016;59;-
Nova Andradina (MS);22852;11029;1341;413;10025;44;-
Novo Horizonte do Sul (MS);2427;1067;74;28;1256;2;-
Paranaíba (MS);20235;12518;1063;138;6508;8;-
Paranhos (MS);6089;1921;131;13;1862;2162;-
Pedro Gomes (MS);3818;1540;164;3;2110;1;-
Ponta Porã (MS);39380;20269;803;346;17859;103;-
Porto Murtinho (MS);7138;2686;80;60;3676;636;-
Ribas do Rio Pardo (MS);9964;4137;710;90;4986;41;-
Rio Brilhante (MS);14952;7493;489;115;6785;70;-
Rio Negro (MS);2432;1092;95;50;1193;2;-
Rio Verde de Mato Grosso (MS);9404;3757;469;43;5121;14;-
Rochedo (MS);2355;954;111;22;1245;23;-
Santa Rita do Pardo (MS);3454;1439;152;35;1819;9;-
São Gabriel do Oeste (MS);11003;6167;372;74;4365;25;-
Sete Quedas (MS);5299;2715;162;10;2291;121;-
Selvíria (MS);3072;1404;125;19;1518;6;-
Sidrolândia (MS);20617;9162;853;235;9409;958;-
Sonora (MS);6997;2346;452;49;4133;17;-
Tacuru (MS);4941;1631;105;9;1423;1773;-
Taquarussu (MS);1711;656;83;15;948;9;-
Terenos (MS);8000;3867;297;114;3626;96;-
Três Lagoas (MS);51268;24636;2912;671;22984;63;2
Vicentina (MS);2942;1424;108;31;1367;12;-
Acorizal (MT);2616;661;123;73;1754;5;-
Água Boa (MT);9924;4369;467;157;4810;121;-
Alta Floresta (MT);24175;11145;1286;341;11351;52;-
Alto Araguaia (MT);7633;3239;475;119;3790;9;1
Alto Boa Vista (MT);2515;616;189;39;1277;394;-
Alto Garças (MT);4912;2263;279;70;2294;6;-
Alto Paraguai (MT);4653;870;366;44;3365;8;-
Alto Taquari (MT);3795;1905;139;18;1733;-;-
Apiacás (MT);3904;1603;251;42;1909;99;-
Araguaiana (MT);1560;435;82;39;1003;1;-
Araguainha (MT);511;218;16;1;276;-;-
Araputanga (MT);7759;3070;281;57;4349;2;-
Arenápolis (MT);5125;1567;502;127;2929;-;-
Aripuanã (MT);8579;3490;498;103;4238;250;-
Barão de Melgaço (MT);3457;643;222;12;2529;51;-
Barra do Bugres (MT);15242;4695;1031;260;9000;256;-
Barra do Garças (MT);28382;10065;1207;246;15239;1625;-
Bom Jesus do Araguaia (MT);2458;724;95;42;1588;9;-
Brasnorte (MT);7072;3117;253;60;2965;677;-
Cáceres (MT);43844;13344;3440;653;26336;71;-
Campinápolis (MT);6899;1302;194;26;1649;3728;-
Campo Novo do Parecis (MT);13075;5949;751;187;6023;165;-
Campo Verde (MT);15307;6476;892;133;7770;36;-
Campos de Júlio (MT);2489;1358;158;49;918;6;-
Canabrava do Norte (MT);2237;657;187;19;1355;19;-
Canarana (MT);9104;4009;425;105;3870;693;2
Carlinda (MT);5173;1973;224;65;2907;4;-
Castanheira (MT);3886;1762;175;59;1877;13;-
Chapada dos Guimarães (MT);8527;1869;592;46;5988;32;-
Cláudia (MT);5300;2673;242;21;2322;34;8
Cocalinho (MT);2593;673;158;33;1671;58;-
Colíder (MT);15214;7193;684;122;7180;35;-
Colniza (MT);12297;4681;881;203;6508;24;-
Comodoro (MT);8802;3256;466;102;4303;675;-
Confresa (MT);11777;3707;622;168;7088;192;-
Conquista D'Oeste (MT);1597;722;120;24;610;121;-
Cotriguaçu (MT);7006;2940;262;24;3763;17;-
Cuiabá (MT);281894;96079;27831;4097;153020;864;3
Curvelândia (MT);2332;815;73;14;1427;3;-
Denise (MT);4130;1389;252;23;2464;2;-
Diamantino (MT);9829;3641;561;85;5517;25;-
Dom Aquino (MT);3949;1098;110;17;2720;4;-
Feliz Natal (MT);5353;2418;203;50;2168;514;-
Figueirópolis D'Oeste (MT);1860;811;75;6;967;1;-
Gaúcha do Norte (MT);2850;1082;109;21;648;990;-
General Carneiro (MT);2383;516;78;12;1105;672;-
Glória D'Oeste (MT);1540;873;55;4;607;1;-
Guarantã do Norte (MT);15705;7611;608;97;7169;220;-
Guiratinga (MT);6647;2236;299;49;4055;8;-
Indiavaí (MT);1148;412;77;22;637;-;-
Ipiranga do Norte (MT);2328;1313;85;11;916;3;-
Itanhangá (MT);2395;1329;77;11;977;1;-
Itaúba (MT);2177;949;169;5;1050;4;-
Itiquira (MT);5253;2034;257;72;2890;-;-
Jaciara (MT);12666;4973;545;172;6969;7;-
Jangada (MT);3733;593;112;33;2995;-;-
Jauru (MT);5196;1990;200;47;2952;7;-
Juara (MT);15835;6986;896;220;7183;550;-
Juína (MT);19119;9323;834;256;8177;529;-
Juruena (MT);5393;2695;243;62;2378;15;-
Juscimeira (MT);5470;1667;283;104;3410;6;-
Lambari D'Oeste (MT);2579;940;190;55;1390;4;-
Lucas do Rio Verde (MT);21540;11539;999;185;8803;14;-
Luciara (MT);1078;199;118;14;616;131;-
Vila Bela da Santíssima Trindade (MT);6928;2079;947;111;3775;16;-
Marcelândia (MT);5638;2714;333;91;2366;134;-
Matupá (MT);6817;3137;264;21;3332;63;-
Mirassol d'Oeste (MT);12614;5737;416;91;6360;10;-
Nobres (MT);7172;2296;299;58;4425;94;-
Nortelândia (MT);3126;763;200;8;2154;1;-
Nossa Senhora do Livramento (MT);5339;828;658;55;3795;3;-
Nova Bandeirantes (MT);5265;2519;249;62;2432;3;-
Nova Nazaré (MT);1464;328;49;14;480;593;-
Nova Lacerda (MT);2520;985;149;16;1318;52;-
Nova Santa Helena (MT);1657;751;63;15;827;1;-
Nova Brasilândia (MT);2186;566;257;36;1325;2;-
Nova Canaã do Norte (MT);5674;2444;170;32;3024;4;-
Nova Mutum (MT);14850;7408;554;157;6711;20;-
Nova Olímpia (MT);8459;2483;457;122;5396;1;-
Nova Ubiratã (MT);4086;1932;281;36;1796;41;-
Nova Xavantina (MT);9615;3722;508;85;5155;145;-
Novo Mundo (MT);3416;1272;136;4;2000;4;-
Novo Horizonte do Norte (MT);1813;617;68;11;1117;-;-
Novo São Joaquim (MT);2901;1201;210;40;1396;33;21
Paranaíta (MT);4943;2355;292;52;2232;12;-
Paranatinga (MT);8980;3232;276;58;5397;17;-
Novo Santo Antônio (MT);900;209;164;14;503;10;-
Pedra Preta (MT);7640;3107;567;104;3849;13;-
Peixoto de Azevedo (MT);14842;4353;1322;174;8321;672;-
Planalto da Serra (MT);1326;356;70;13;864;23;-
Poconé (MT);15260;2812;2242;90;10082;34;-
Pontal do Araguaia (MT);2619;844;147;30;1596;2;-
Ponte Branca (MT);849;336;16;12;485;-;-
Pontes e Lacerda (MT);20486;8961;1383;236;9888;15;3
Porto Alegre do Norte (MT);5011;1440;360;64;3036;111;-
Porto dos Gaúchos (MT);2589;1220;98;18;1245;8;-
Porto Esperidião (MT);5132;1474;159;43;3338;118;-
Porto Estrela (MT);1746;399;68;54;1225;-;-
Poxoréo (MT);8341;2319;1121;70;4574;257;-
Primavera do Leste (MT);25579;12755;1098;400;11299;27;-
Querência (MT);6109;2613;290;106;2452;648;-
São José dos Quatro Marcos (MT);9497;4563;442;78;4392;22;-
Reserva do Cabaçal (MT);1250;484;106;13;647;-;-
Ribeirão Cascalheira (MT);4273;1225;329;115;2201;403;-
Ribeirãozinho (MT);1073;466;20;27;560;-;-
Rio Branco (MT);2533;903;135;24;1468;3;-
Santa Carmem (MT);1938;972;121;9;836;-;-
Santo Afonso (MT);1363;447;142;36;737;1;-
